date,actual,fitted_value,level,trend,season,residual
1959-10-01,313.4,313.64496194522366,317.1748527673682,0.08317953524476573,0.9883475252662751,-0.24496194522367887
1959-11-01,314.875,314.5859026956212,317.4555825245109,0.08492914317999742,0.9915774248878813,0.28909730437879944
1959-12-01,315.525,315.9243948660186,317.2685056161572,0.08252011553314294,0.9949105177377696,-0.39939486601861063
1960-01-01,316.38,316.5806759166401,317.2147210195024,0.08131292981721547,0.9975725623912065,-0.20067591664007978
1960-02-01,316.975,317.1332912103255,317.18872406687797,0.08036253745599754,0.9994870949473637,-0.1582912103255012
1960-03-01,317.575,317.8442287664498,317.08699287109545,0.07874982025644572,1.0018127897938987,-0.26922876644982807
1960-04-01,319.12,318.76353621466586,317.4060644877035,0.08087823559238551,1.0050377241556911,0.35646378533414236
1960-05-01,319.925,319.4667958703337,317.79548824841913,0.08361087589999715,1.0062360144012708,0.4582041296662851
1960-06-01,319.45,319.2399513078002,318.02081706399673,0.08486600398561746,1.004281036995606,0.21004869219979128
1960-07-01,318.06,318.03900098916307,318.119914545642,0.0849920453841247,0.9997903775934585,0.02099901083693112
1960-08-01,315.775,316.23096867578346,317.8940231484971,0.08223869925899635,0.9937966452610999,-0.4559686757834811
1960-09-01,314.175,314.36288362841236,317.84749250336023,0.08109825069556197,0.9886363271322631,-0.18788362841235084
1960-10-01,313.84000000000003,314.2239358831654,317.665376663263,0.07876708924460776,0.9883475252662751,-0.3839358831653499
1960-11-01,315.025,315.0679198353162,317.71481513940006,0.07850733973013353,0.9915774248878813,-0.04291983531624055
1960-12-01,316.2,316.1759190013174,317.80972273342974,0.07865258894720162,0.9949105177377696,0.02408099868256386
1961-01-01,316.925,317.11672112472115,317.75815295607106,0.07749927166289537,0.9975725623912065,-0.19172112472114122
1961-02-01,317.65,317.67263271579833,317.82030889902563,0.0773633831308399,0.9994870949473637,-0.02263271579835191
1961-03-01,318.525,318.4739539379737,317.93219744870555,0.07766915603647943,1.0018127897938987,0.051046062026273376
1961-04-01,319.42,319.6119125914849,317.88048241306353,0.07652326206440788,1.0050377241556911,-0.191912591484936
1961-05-01,320.475,319.939790141503,318.31740532268554,0.07971514956098222,1.0062360144012708,0.5352098584970122
1961-06-01,319.75,319.7601903242826,318.3902451532581,0.07965425814540271,1.004281036995606,-0.010190324282575602
1961-07-01,318.32,318.40314098467786,318.4135529922679,0.07915522483076312,0.9997903775934585,-0.08314098467786835
1961-08-01,316.775,316.516984966275,318.6686251301867,0.08071323688523337,0.9937966452610999,0.25801503372497336
1961-09-01,315.04,315.1271751590609,318.6895913408156,0.08018408601797396,0.9886363271322631,-0.08717515906090512
1961-10-01,315.35,315.0553186727972,318.9717994652584,0.08197331640880749,0.9883475252662751,0.29468132720273843
1961-11-01,316.05,316.36651841560877,318.83748476275036,0.08005775675740909,0.9915774248878813,-0.3165184156087548
1961-12-01,316.98,317.29441734374063,318.70341002186916,0.07816128752816635,0.9949105177377696,-0.31441734374061525
1962-01-01,317.925,318.0077489342106,318.72536591190726,0.07766350317486768,0.9975725623912065,-0.08274893421059915
1962-02-01,318.625,318.63951373049935,318.79319016557184,0.07757636164268145,0.9994870949473637,-0.014513730499345456
1962-03-01,319.67999999999995,319.4488121983477,319.02713113281436,0.0789612082508933,1.0018127897938987,0.23118780165225417
1962-04-01,320.55,320.7136608106801,318.99575501751895,0.0779840032901791,1.0050377241556911,-0.16366081068008498
1962-05-01,320.9,321.0634874524102,318.9636498300117,0.07700899592267588,1.0062360144012708,-0.1634874524102088
1962-06-01,320.5,320.4064836894707,319.10375342897936,0.07756779467823892,1.004281036995606,0.09351631052930998
1962-07-01,319.425,319.1144136669796,319.39181220792915,0.07943201276333181,0.9997903775934585,0.31058633302041017
1962-08-01,317.7333333333333,317.48945076391374,319.6375254956588,0.08090468657440866,0.9937966452610999,0.24388256941961117
1962-09-01,316.06666666666666,316.0852545318559,319.70569066238056,0.08079185873341169,0.9886363271322631,-0.01858786518926081
1962-10-01,315.475,316.06017861334993,319.38530288821687,0.07723880238942657,0.9883475252662751,-0.5851786133499104
1962-11-01,316.54999999999995,316.7718444377088,319.31094768667606,0.07589620672103534,0.9915774248878813,-0.2218444377088531
1962-12-01,317.52500000000003,317.7613302166119,319.22589227746994,0.07447073515381021,0.9949105177377696,-0.2363302166118615
1963-01-01,318.725,318.5252813029455,319.43601755441614,0.0756721626211649,0.9975725623912065,0.19971869705454992
1963-02-01,318.96666666666664,319.34781055700506,319.2533019898763,0.07338374596709038,0.9994870949473637,-0.38114389033842144
1963-03-01,319.86,319.90555789266483,319.2958725101127,0.07311084794789004,1.0018127897938987,-0.045557892664817246
1963-04-01,321.275,320.977876200102,319.5692991496447,0.0748849492125741,1.0050377241556911,0.29712379989797455
1963-05-01,322.1,321.63748983418014,319.9556292228715,0.07764326988227234,1.0062360144012708,0.46251016581982185
1963-06-01,321.46,321.4033467721201,320.0714959096536,0.0779817964244201,1.004281036995606,0.0566532278799059
1963-07-01,319.6,320.08236720210823,319.8225671618675,0.07508650591668684,0.9997903775934585,-0.4823672021082075
1963-08-01,317.6,317.91321504194104,319.68410090492563,0.07319517112142145,0.9937966452610999,-0.3132150419410209
1963-09-01,316.15,316.12367876636677,319.77533579577823,0.07335494030055881,0.9886363271322631,0.026321233633211705
1963-10-01,316.05,316.1216619486616,319.7995616093457,0.0729198270966483,0.9883475252662751,-0.07166194866158548
1963-11-01,317.0,317.1783314352441,319.7506213773195,0.07184057077194865,0.9915774248878813,-0.1783314352441039
1963-12-01,318.35,318.19473120094375,319.9282070553801,0.0727771046672118,0.9949105177377696,0.1552687990562731
1964-01-01,319.40000000000003,319.2242017362463,320.1203912724966,0.07383463641512514,0.9975725623912065,0.17579826375373386
1964-02-01,320.0661157024793,320.02999667261804,320.21871197380665,0.07405149779362012,0.9994870949473637,0.03611902986131099
1964-03-01,320.68925619834715,320.8733869242812,320.16822606896176,0.07294852951651,1.0018127897938987,-0.18413072593403967
1964-04-01,321.35537190082647,321.85446129939993,319.9046970494539,0.06996850861780134,1.0050377241556911,-0.49908939857346013
1964-05-01,322.0,321.9700321805336,319.9948452901941,0.07014723086429166,1.0062360144012708,0.029967819466378387
1964-06-01,321.75,321.43520259503936,320.2773834632712,0.07202827596916017,1.004281036995606,0.31479740496064323
1964-07-01,320.3,320.28225932461737,320.36143497344585,0.07213476001038786,0.9997903775934585,0.017740675382640347
1964-08-01,318.5,318.4458066301475,320.47051924836103,0.07246200421117535,0.9937966452610999,0.05419336985249856
1964-09-01,316.6,316.90043567356884,320.3370723873586,0.07063836776545976,0.9886363271322631,-0.3004356735688134
1964-10-01,316.96,316.67416800105934,320.6036679787635,0.0723738672761749,0.9883475252662751,0.2858319989406368
1964-11-01,317.725,317.97512379693444,320.50512357444757,0.07086012580132027,0.9915774248878813,-0.25012379693441744
1964-12-01,318.67499999999995,318.94441791750944,320.3924978565657,0.06923507934464415,0.9949105177377696,-0.26941791750948596
1965-01-01,319.4,319.68383207320255,320.268946229387,0.06752765958930367,0.9975725623912065,-0.283832073202575
1965-02-01,320.45,320.1721716929749,320.5248211945816,0.06919576169164811,0.9994870949473637,0.2778283070250609
1965-03-01,320.92499999999995,321.17518651819654,320.424802508259,0.06769711016821667,1.0018127897938987,-0.25018651819658544
1965-04-01,322.0,322.10705242547283,320.4203267014245,0.06705790912311699,1.0050377241556911,-0.10705242547282978
1965-05-01,322.06,322.48594855640454,320.2005593453386,0.06451763478065708,1.0062360144012708,-0.4259485564045349
1965-06-01,321.775,321.63614362307175,320.3587621130438,0.0653473592446603,1.004281036995606,0.13885637692823138
1965-07-01,321.04,320.3569413993469,320.88703285905945,0.06944725051847195,0.9997903775934585,0.6830586006530552
1965-08-01,318.725,318.96547320770946,320.79252336732964,0.06799516398312731,0.9937966452610999,-0.24047320770944225
1965-09-01,317.825,317.2143645625505,321.2790282525147,0.07170170463973488,0.9886363271322631,0.6106354374495027
1965-10-01,317.34000000000003,317.60619869566466,321.16823269466386,0.07008541357438462,0.9883475252662751,-0.2661986956646274
1965-11-01,318.875,318.53266424508087,321.4722480111586,0.07215721896394756,0.9915774248878813,0.3423357549191337
1965-12-01,319.325,319.9079106831844,321.1474165684745,0.06864128005006809,0.9949105177377696,-0.5829106831844229
1966-01-01,320.54,320.43632590915473,321.286476199419,0.06926494174139455,0.9975725623912065,0.10367409084528845
1966-02-01,321.575,321.1909161578354,321.61612194098916,0.07157101008789223,0.9994870949473637,0.384083842164614
1966-03-01,322.375,322.2708451176816,321.75813843729486,0.0721949121038141,1.0018127897938987,0.10415488231842573
1966-04-01,323.66,323.4516257937471,321.9708156806209,0.0734390969956601,1.0050377241556911,0.20837420625286995
1966-05-01,324.025,324.0525273882563,322.0257183832131,0.07327492900623787,1.0062360144012708,-0.027527388256316954
1966-06-01,323.7,323.4779110188363,322.24883472520787,0.07460200281396341,1.004281036995606,0.22208898116366527
1966-07-01,322.85,322.25587051353017,322.72609095680133,0.07816811894918696,0.9997903775934585,0.5941294864698534
1966-08-01,320.20000000000005,320.8017897454758,322.3939535488836,0.07453423892223003,0.9937966452610999,-0.6017897454757417
1966-09-01,318.7,318.80406138243137,322.3971674918021,0.07390258913397715,0.9886363271322631,-0.1040613824313823
1966-10-01,318.18,318.7134840844608,322.1053305541014,0.0706634088777863,0.9883475252662751,-0.5334840844607811
1966-11-01,319.90000000000003,319.46244245450447,322.47499222030126,0.07331149359571419,0.9915774248878813,0.43755754549556514
1966-12-01,321.06000000000006,320.9066998434326,322.65270808619925,0.07423615324174249,0.9949105177377696,0.1533001565674681
1967-01-01,322.4,321.9435447176232,323.0369814722727,0.07698200489186069,0.9975725623912065,0.456455282376794
1967-02-01,322.425,322.9482366927198,322.7592472053675,0.07384045233915022,0.9994870949473637,-0.5232366927197631
1967-03-01,323.0,323.41831618414534,322.550158174912,0.07133468108031403,1.0018127897938987,-0.4183161841453398
1967-04-01,324.28000000000003,324.2467709436981,322.64389531826225,0.07153308898580599,1.0050377241556911,0.03322905630193418
1967-05-01,324.95,324.7278864663079,322.8649952322785,0.07285773089917148,1.0062360144012708,0.2221135336920952
1967-06-01,324.075,324.32036185899454,322.7723095514667,0.07139159199043142,1.004281036995606,-0.24536185899455631
1967-07-01,322.48,322.7760258698867,322.64307809569993,0.06961476950461436,0.9997903775934585,-0.2960258698867051
1967-08-01,320.85,320.71079155261594,322.8076064056523,0.07045537338717585,0.9937966452610999,0.13920844738407823
1967-09-01,319.3,319.20898110881353,322.9404431746127,0.07100785560489863,0.9886363271322631,0.09101889118647932
1967-10-01,319.45,319.24756825838415,323.1502317203102,0.07223696987422308,0.9883475252662751,0.20243174161583966
1967-11-01,320.675,320.5001031697169,323.3419817645312,0.07329544007603896,0.9915774248878813,0.1748968302831031
1967-12-01,321.92,321.7692608879401,323.51793738923067,0.07420465228508552,0.9949105177377696,0.1507391120598527
1968-01-01,322.55,322.8066423060141,323.4178233876274,0.0726607952487741,0.9975725623912065,-0.25664230601410054
1968-02-01,323.05,323.324564279059,323.304349649898,0.07101229061643037,0.9994870949473637,-0.2745642790590068
1968-03-01,323.92,323.96157349623843,323.34724357399034,0.07076325967774749,1.0018127897938987,-0.0415734962384704
1968-04-01,324.975,325.0472975390795,323.36926506752457,0.0703315771415164,1.0050377241556911,-0.07229753907949998
1968-05-01,325.475,325.45657062728344,323.45200661680377,0.07044148633584434,1.0062360144012708,0.018429372716582293
1968-06-01,325.26,324.90745967237814,323.7603038515406,0.0725480610632462,1.004281036995606,0.3525403276218526
1968-07-01,324.025,323.7649692908687,324.00908027195754,0.07410883144849754,0.9997903775934585,0.2600307091312857
1968-08-01,321.93999999999994,322.07278611648354,323.9926543644976,0.07330700851918588,0.9937966452610999,-0.13278611648360084
1968-09-01,320.25,320.3833818004051,323.97454581362155,0.07249738458363716,0.9886363271322631,-0.13338180040511816
1968-10-01,320.275,320.27109321479986,324.0497215644623,0.07252110559398009,0.9883475252662751,0.003906785200115337
1968-11-01,321.32,321.3922987356593,324.07283843467906,0.07208355588424256,0.9915774248878813,-0.07229873565933076
1968-12-01,322.925,322.4951921597003,324.4376406594926,0.07467602528786492,0.9949105177377696,0.4298078402997021
1969-01-01,323.925,323.72458328274314,324.648445341476,0.0758816517644072,0.9975725623912065,0.20041671725687138
1969-02-01,324.275,324.55777424521165,324.5326267026887,0.0741838538762891,0.9994870949473637,-0.2827742452116695
1969-03-01,325.6,325.1952544697719,324.8805614843826,0.07660833505877171,1.0018127897938987,0.4047455302281264
1969-04-01,326.575,326.59421440340583,324.94421579681045,0.07649360746914666,1.0050377241556911,-0.01921440340584013
1969-05-01,327.28000000000003,327.04754322883593,325.17724115919754,0.0778799344390129,1.0062360144012708,0.23245677116409524
1969-06-01,326.55,326.6475503000487,325.18930479460107,0.07729703092235904,1.004281036995606,-0.09755030004868104
1969-07-01,325.8,325.19841865768115,325.6743063359977,0.08090787498976834,0.9997903775934585,0.6015813423188661
1969-08-01,323.54,323.7344390591903,325.622643954973,0.0797337635680234,0.9937966452610999,-0.19443905919030158
1969-09-01,322.4,322.00120244590346,325.9757006260324,0.08215445397896395,0.9886363271322631,0.39879755409651807
1969-10-01,321.8,322.258474161959,325.74353994307467,0.07937071497596752,0.9883475252662751,-0.45847416195897495
1969-11-01,322.82,323.07864271978406,325.64617111080577,0.07780541724378556,0.9915774248878813,-0.2586427197840635
1969-12-01,324.125,324.0662101271269,325.76401510278083,0.07816001977165013,0.9949105177377696,0.05878987287309201
1970-01-01,325.08000000000004,325.0512135721289,325.8617276719146,0.07833318736007043,0.9975725623912065,0.028786427871125397
1970-02-01,326.025,325.7728845552033,326.11097672179926,0.07984690749896509,0.9994870949473637,0.25211544479668646
1970-03-01,327.0,326.7821390252368,326.3381745931076,0.08115192458812918,1.0018127897938987,0.2178609747631981
1970-04-01,328.075,328.0637370437784,326.4269198104306,0.08121917475416696,1.0050377241556911,0.011262956221571585
1970-05-01,327.92,328.5442484420285,326.08778253075167,0.07749627846361248,1.0062360144012708,-0.624248442028545
1970-06-01,327.55,327.56160443447965,326.1574494029555,0.07742693715288808,1.004281036995606,-0.011604434479636438
1970-07-01,326.3,326.1664902002322,326.325358779853,0.07822829689349173,0.9997903775934585,0.13350979976780764
1970-08-01,324.66,324.37878983805996,326.59531863169997,0.07992637167547932,0.9937966452610999,0.2812101619400096
1970-09-01,323.15,322.9630143851693,326.803398878392,0.08106136932066284,0.9886363271322631,0.18698561483068943
1970-10-01,323.14,323.0754473338289,326.92871547906634,0.08145331676171373,0.9883475252662751,0.06455266617109601
1970-11-01,324.05,324.25590108671855,326.8694694369818,0.08020720975988686,0.9915774248878813,-0.20590108671854068
1970-12-01,325.1,325.28567206680606,326.8232255326463,0.07908729265468382,0.9949105177377696,-0.18567206680603476
1971-01-01,326.14,326.1087778567472,326.92351978087993,0.07927511252856995,0.9975725623912065,0.03122214325276218
1971-02-01,326.65,326.8350735076815,326.877328568958,0.07816391723476561,0.9994870949473637,-0.18507350768152264
1971-03-01,327.2,327.5481940660308,326.71999032120823,0.07607818707125287,1.0018127897938987,-0.34819406603082825
1971-04-01,327.675,328.44237695658853,326.27871606948054,0.07149624368724707,1.0050377241556911,-0.7673769565885209
1971-05-01,328.82,328.3853369370105,326.64290575335895,0.07408848965198868,1.0062360144012708,0.4346630629895003
1971-06-01,328.475,328.11568178245847,326.9594229720134,0.07623556508382481,1.004281036995606,0.35931821754155635
1971-07-01,327.22,326.9671045353298,327.2070511890487,0.07775350791888595,0.9997903775934585,0.2528954646701891
1971-08-01,325.25,325.25454095278064,327.28170863553225,0.07772608758190455,0.9937966452610999,-0.004540952780644147
1971-09-01,323.4,323.6394291967534,327.19533771819835,0.07627275880712442,0.9886363271322631,-0.2394291967534059
1971-10-01,323.54,323.45808630485675,327.3277678713414,0.07677011801942048,0.9883475252662751,0.08191369514327107
1971-11-01,324.825,324.6469486760969,327.5262066386824,0.07784767911895697,0.9915774248878813,0.17805132390310519
1971-12-01,325.925,325.93671929431616,327.59607294586874,0.0777769919208702,0.9949105177377696,-0.011719294316151263
1972-01-01,326.72,326.8784421110325,327.56623161116465,0.07682386781688075,0.9975725623912065,-0.15844211103245698
1972-02-01,327.625,327.47500570036516,327.7447406618014,0.0777244449007631,0.9994870949473637,0.1499942996348409
1972-03-01,327.725,328.4167383256583,327.35460568809606,0.07358083755118953,1.0018127897938987,-0.6917383256582639
1972-04-01,329.64,329.07767941016164,327.8072934639544,0.07693840658447722,1.0050377241556911,0.5623205898383503
1972-05-01,330.0,329.92892266243314,327.9320939324978,0.07736229800102634,1.0062360144012708,0.0710773375668623
1972-06-01,329.075,329.4136768475302,327.7809540458586,0.07533856331916451,1.004281036995606,-0.3386768475302233
1972-07-01,328.04,327.78756658412124,328.0273721208054,0.07685373281998104,0.9997903775934585,0.25243341587878376
1972-08-01,326.25,326.06887894932316,328.2277157746208,0.07794742405261501,0.9937966452610999,0.18112105067683615
1972-09-01,324.86,324.5749050414583,328.50105803542533,0.07967794277134937,0.9886363271322631,0.28509495854171973
1972-10-01,325.3,324.751957254222,328.95645645489776,0.08300551953208261,0.9883475252662751,0.5480427457779911
1972-11-01,326.425,326.2681023910991,329.14667555610004,0.08395505900337563,0.9915774248878813,0.15689760890091975
1972-12-01,327.54,327.55501716040493,329.2204032465153,0.08386448008594173,0.9949105177377696,-0.015017160404909191
1973-01-01,328.55,328.50490216238546,329.3348994430487,0.08413577056413706,0.9975725623912065,0.04509783761454855
1973-02-01,329.475,329.2500745260172,329.5715182612918,0.08548624006826812,0.9994870949473637,0.2249254739828075
1973-03-01,330.38,330.2546033546074,329.74181692165314,0.08623738315545525,1.0018127897938987,0.1253966453925841
1973-04-01,331.575,331.4896370612045,329.88560454030846,0.08674707809650699,1.0050377241556911,0.08536293879546974
1973-05-01,332.4,332.0300639551185,330.22145917514644,0.08895330471480072,1.0062360144012708,0.3699360448814559
1973-06-01,331.94,331.72448357572137,330.45581944857685,0.09024110476816773,1.004281036995606,0.2155164242786327
1973-07-01,330.65,330.476770692659,330.66346175079076,0.09128087108522562,0.9997903775934585,0.17322930734098918
1973-08-01,329.325,328.7029536218189,331.17885929859585,0.09503706986811826,0.9937966452610999,0.6220463781810963
1973-09-01,327.5,327.5094081805122,331.26744830672095,0.09497996246583815,0.9886363271322631,-0.00940818051219594
1973-10-01,327.225,327.50123594607436,331.17304979070025,0.09330272775793004,0.9883475252662751,-0.2762359460743369
1973-11-01,328.05,328.47623678225386,330.97509013157344,0.09072315594863409,0.9915774248878813,-0.4262367822538522
1973-12-01,328.64,329.38085970316433,330.561254166352,0.08625451686682734,0.9949105177377696,-0.7408597031643467
1974-01-01,329.325,329.8448824853873,330.29438991476496,0.0831271126380164,0.9975725623912065,-0.5198824853873134
1974-02-01,330.625,330.20806472964216,330.6601686967905,0.0856304234362315,0.9994870949473637,0.4169352703578397
1974-03-01,331.5,331.3453717292467,330.85038244338705,0.08655666796451528,1.0018127897938987,0.15462827075327823
1974-04-01,332.625,332.6041081235233,330.95102405767875,0.08668141160501644,1.0050377241556911,0.020891876476696325
1974-05-01,332.975,333.10206136795387,330.9521448774865,0.08592364232025713,1.0062360144012708,-0.12706136795384282
1974-06-01,332.16,332.45525473809397,330.83886283695045,0.0841593727582179,1.004281036995606,-0.2952547380940018
1974-07-01,331.075,330.8536533294131,331.0730335708139,0.08548795171521956,0.9997903775934585,0.22134667058691093
1974-08-01,329.22,329.10422773871517,331.2374560657315,0.0861870372531856,0.9937966452610999,0.11577226128480334
1974-09-01,327.375,327.5585896094156,331.197816739921,0.08507265326939359,0.9886363271322631,-0.18358960941560554
1974-10-01,327.375,327.42262389482084,331.2502399828984,0.08478349304077575,0.9883475252662751,-0.047623894820844725
1974-11-01,328.4,328.54432935343743,331.2363982194387,0.08391001626241675,0.9915774248878813,-0.14432935343745612
1974-12-01,329.675,329.63405940381875,331.3481906419666,0.08415695741382012,0.9949105177377696,0.040940596181258115
1975-01-01,330.25,330.627816254047,331.17572420066847,0.08188416657390636,0.9975725623912065,-0.3778162540469907
1975-02-01,331.3,331.0877046661866,331.40152910211816,0.08315880376420602,0.9994870949473637,0.21229533381341525
1975-03-01,332.0,332.0855999649518,331.4267920970923,0.08264604824562143,1.0018127897938987,-0.08559996495182531
1975-04-01,333.275,333.1794912497223,331.5738285136681,0.08321632297526059,1.0050377241556911,0.09550875027770189
1975-05-01,333.86,333.72526294452757,331.7477740833758,0.08401986856744276,1.0062360144012708,0.13473705547244208
1975-06-01,333.4,333.25237813816983,331.93139307770235,0.08490197044055675,1.004281036995606,0.14762186183014592
1975-07-01,331.8,331.9466969933639,331.9168753659484,0.08402145781336454,0.9997903775934585,-0.1466969933638893
1975-08-01,329.98,329.941377487131,332.0272299918006,0.08425467810194695,0.9937966452610999,0.03862251286903984
1975-09-01,328.525,328.3374784024954,332.2400058900578,0.08539292914752378,0.9886363271322631,0.18752159750459896
1975-10-01,328.325,328.4529855060895,332.2376560733534,0.08461583356683214,0.9883475252662751,-0.12798550608948744
1975-11-01,329.44,329.5232626103542,332.2653756754364,0.08411193082689872,0.9915774248878813,-0.08326261035421112
1975-12-01,330.775,330.6580007842299,332.42916938843393,0.08481763430341087,0.9949105177377696,0.11699921577007899
1976-01-01,331.74,331.7068300651885,332.5365169729849,0.08501717130901261,0.9975725623912065,0.03316993481149666
1976-02-01,332.55,332.45093087881565,332.6886957745956,0.08561198978195603,0.9994870949473637,0.09906912118435685
1976-03-01,333.45000000000005,333.37755763316454,332.8233043897964,0.08604592948502915,1.0018127897938987,0.07244236683550298
1976-04-01,334.45,334.5864557950403,332.8173541526696,0.08523116338874955,1.0050377241556911,-0.13645579504031957
1976-05-01,334.76,334.9785706323096,332.75540421017956,0.08392765065012661,1.0062360144012708,-0.21857063230959284
1976-06-01,334.40000000000003,334.26422935411864,332.93093507911925,0.08473893659084798,1.004281036995606,0.13577064588139365
1976-07-01,332.86,332.94586646870687,332.95748047789965,0.08422354422857076,0.9997903775934585,-0.085866468706854
1976-08-01,330.725,330.9757281892312,332.8707553435302,0.08270953345339192,0.9937966452610999,-0.2507281892311539
1976-09-01,329.35,329.16989062194205,333.0769060023656,0.08380279252659029,0.9886363271322631,0.18010937805797766
1976-10-01,329.1,329.2785620533898,333.0382923951913,0.0827186089591843,0.9883475252662751,-0.1785620533897827
1976-11-01,330.35,330.3152742675431,333.14474030237824,0.08292876801685509,0.9915774248878813,0.03472573245693411
1976-12-01,331.625,331.53171275937694,333.29120192006167,0.08349144811337228,0.9949105177377696,0.09328724062305582
1977-01-01,332.88,332.5654470996731,333.5883465222994,0.08538367202611677,0.9975725623912065,0.31455290032687344
1977-02-01,333.425,333.50258725217685,333.6211317026408,0.08491783231432788,0.9994870949473637,-0.0775872521768406
1977-03-01,334.70000000000005,334.3109884557143,333.96915873129376,0.0872480647652149,1.0018127897938987,0.38901154428572227
1977-04-01,336.04,335.7392908259389,334.2591397856726,0.08904357399802389,1.0050377241556911,0.30070917406112585
1977-05-01,336.675,336.4331834461402,334.511017805638,0.09048572089138872,1.0062360144012708,0.24181655385979184
1977-06-01,336.2,336.0339449419118,334.7135393619295,0.09147796876012385,1.004281036995606,0.16605505808820453
1977-07-01,334.8,334.7348346972346,334.84918124668053,0.09186910746463253,0.9997903775934585,0.06516530276542198
1977-08-01,332.875,332.86329220217857,334.9490328333909,0.0919398044696624,0.9937966452610999,0.011707797821429722
1977-09-01,331.575,331.23367662751554,335.2749046056069,0.09401162814640213,0.9886363271322631,0.3413233724844531
1977-10-01,331.2,331.4610384108628,335.1899566965233,0.09242666902352807,0.9883475252662751,-0.26103841086279544
1977-11-01,332.35,332.4584423078804,335.2082809728216,0.09177037953376634,0.9915774248878813,-0.10844230788035247
1977-12-01,333.86,333.59354768847265,335.4815174836131,0.09337753836241272,0.9949105177377696,0.2664523115273596
1978-01-01,335.025,334.76030790123224,335.75468132092476,0.0949698197188469,0.9975725623912065,0.264692098767739
1978-02-01,335.35,335.67739215764743,335.62770316338566,0.0930041325204809,0.9994870949473637,-0.3273921576474095
1978-03-01,336.6,336.3292983676926,335.9037972066561,0.09462567238832544,1.0018127897938987,0.2707016323074072
1978-04-01,337.64,337.6910902502563,335.9639787048455,0.09432061679323661,1.0050377241556911,-0.051090250256322634
1978-05-01,337.95,338.153963715875,335.92095422205045,0.0931042168631521,1.0062360144012708,-0.2039637158750338
1978-06-01,337.925,337.45254705413424,336.3328181387789,0.09592731923660615,1.004281036995606,0.47245294586576847
1978-07-01,336.5,336.3582224547628,336.52483112525766,0.09677830408619915,0.9997903775934585,0.14177754523717567
1978-08-01,334.65,334.5334261732741,336.70109048689466,0.09748222984065023,0.9937966452610999,0.11657382672586891
1978-09-01,332.74,332.97130391406165,336.6400445170108,0.09607822131293856,0.9886363271322631,-0.23130391406164108
1978-10-01,332.65,332.81231357618293,336.624845771904,0.0950926943842114,0.9883475252662751,-0.16231357618295306
1978-11-01,333.825,333.8838894928079,336.67969723195137,0.09473629699704142,0.9915774248878813,-0.05888949280790712
1978-12-01,334.96000000000004,335.06042602313016,336.70603884402124,0.09413055794837523,0.9949105177377696,-0.10042602313012594
1979-01-01,336.225,335.9826080041152,336.964808845451,0.09558869084237917,0.9975725623912065,0.24239199588481597
1979-02-01,336.7,336.8875175553534,336.9332743259816,0.09446282130208304,0.9994870949473637,-0.18751755535339498
1979-03-01,338.0,337.63869758944503,337.2721051828156,0.09662707224534224,1.0018127897938987,0.3613024105549698
1979-04-01,338.875,339.0683028669172,337.2384107634292,0.09547287705538228,1.0050377241556911,-0.19330286691717902
1979-05-01,339.375,339.43750259690324,337.2917956379231,0.09510012372434469,1.0062360144012708,-0.06250259690324356
