antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
yogurt,bananas,0.27,0.27,0.2075,0.7685185185185184,2.84636488340192,1.0,0.1346,3.153599999999998,0.8885954778016174,0.6240601503759398,0.682902080162354,0.7685185185185184
milk|yogurt,bananas,0.1375,0.27,0.105,0.7636363636363636,2.828282828282828,1.0,0.06787499999999999,3.0884615384615373,0.7494824016563145,0.3471074380165289,0.6762141967621419,0.5762626262626263
bananas,milk|yogurt,0.27,0.1375,0.105,0.38888888888888884,2.828282828282828,1.0,0.06787499999999999,1.4113636363636364,0.885518590998043,0.3471074380165289,0.29146537842190007,0.5762626262626263
bread|chicken,rice,0.1525,0.285,0.12,0.7868852459016393,2.76100086281277,1.0,0.07653750000000001,3.355,0.7525811209439529,0.3779527559055118,0.7019374068554397,0.6039689387402933
rice,bread|chicken,0.285,0.1525,0.12,0.4210526315789474,2.76100086281277,1.0,0.07653750000000001,1.4638636363636364,0.8920454545454546,0.3779527559055118,0.3168762614500854,0.6039689387402933
milk|tomato_sauce,pasta,0.1275,0.315,0.11,0.8627450980392157,2.7388733271086214,1.0,0.0698375,4.990714285714287,0.7276634540244855,0.3308270676691729,0.79962788034922,0.6059757236227825
bread|tomato_sauce,pasta,0.1625,0.315,0.14,0.8615384615384616,2.735042735042735,1.0,0.08881250000000002,4.947222222222225,0.7574626865671642,0.4148148148148148,0.7978663672094329,0.652991452991453
pasta,bread|tomato_sauce,0.315,0.1625,0.14,0.4444444444444445,2.735042735042735,1.0,0.08881250000000002,1.5075,0.926094890510949,0.4148148148148148,0.3366500829187396,0.652991452991453
milk|rice,chicken,0.16,0.27,0.1175,0.7343749999999999,2.719907407407407,1.0,0.07429999999999999,2.748235294117646,0.7527862208713272,0.3759999999999999,0.6361301369863012,0.5847800925925926
chicken,milk|rice,0.27,0.16,0.1175,0.4351851851851851,2.719907407407407,1.0,0.07429999999999999,1.4872131147540981,0.8662197610026231,0.3759999999999999,0.32760141093474415,0.5847800925925926
chicken,rice,0.27,0.285,0.2075,0.7685185185185184,2.696556205328135,1.0,0.13055,3.0887999999999987,0.8618583924740056,0.5971223021582734,0.676249676249676,0.7482943469785575
rice,chicken,0.285,0.27,0.2075,0.7280701754385965,2.696556205328135,1.0,0.13055,2.6845161290322586,0.879939337770663,0.5971223021582734,0.627493391011776,0.7482943469785575
bananas|coffee,yogurt,0.11,0.27,0.08,0.7272727272727273,2.6936026936026933,1.0,0.0503,2.6766666666666667,0.7064606741573033,0.26666666666666666,0.62640099626401,0.5117845117845118
bread|rice,chicken,0.17,0.27,0.12,0.7058823529411764,2.61437908496732,1.0,0.0741,2.4819999999999993,0.7439759036144579,0.3749999999999999,0.5970991136180499,0.5751633986928104
chicken,bread|rice,0.27,0.17,0.12,0.4444444444444444,2.61437908496732,1.0,0.0741,1.4939999999999998,0.8458904109589042,0.3749999999999999,0.3306559571619812,0.5751633986928104
milk|sugar,coffee,0.1425,0.325,0.1175,0.8245614035087719,2.5371120107962213,1.0,0.07118749999999999,3.8475000000000006,0.7065318528627255,0.3357142857142857,0.7400909681611435,0.5930499325236167
coffee,milk|sugar,0.325,0.1425,0.1175,0.36153846153846153,2.5371120107962213,1.0,0.07118749999999999,1.3430722891566267,0.8975571315996846,0.3357142857142857,0.2554384391119085,0.5930499325236167
tomato_sauce,pasta,0.2975,0.315,0.2325,0.7815126050420169,2.4809923969587837,1.0,0.1387875,3.1351923076923094,0.8497302261508437,0.611842105263158,0.6810402993314115,0.7598039215686275
pasta,tomato_sauce,0.315,0.2975,0.2325,0.7380952380952381,2.4809923969587837,1.0,0.1387875,2.6822727272727276,0.8714386625853543,0.611842105263158,0.6271818335875277,0.7598039215686275
coffee|milk,sugar,0.16,0.2975,0.1175,0.7343749999999999,2.468487394957983,1.0,0.06989999999999999,2.64470588235294,0.7082066869300911,0.3455882352941176,0.6218861209964411,0.5646664915966386
sugar,coffee|milk,0.2975,0.16,0.1175,0.3949579831932773,2.468487394957983,1.0,0.06989999999999999,1.3883333333333332,0.8468236541228136,0.3455882352941176,0.2797118847539016,0.5646664915966386
coffee,sugar,0.325,0.2975,0.235,0.7230769230769231,2.4305106658047837,1.0,0.1383125,2.5368055555555555,0.8719464144996061,0.6064516129032257,0.6058034492198193,0.7564964447317388
sugar,coffee,0.2975,0.325,0.235,0.7899159663865546,2.4305106658047833,1.0,0.1383125,3.2129999999999996,0.8378132808359204,0.6064516129032257,0.6887643946467474,0.7564964447317388
milk|pasta,tomato_sauce,0.1525,0.2975,0.11,0.7213114754098361,2.4245763879322224,1.0,0.06463125,2.5207352941176473,0.6932823813354787,0.3235294117647059,0.6032903564552827,0.5455296872847499
tomato_sauce,milk|pasta,0.2975,0.1525,0.11,0.3697478991596639,2.4245763879322224,1.0,0.06463125,1.3447,0.8363798123584602,0.3235294117647059,0.2563397040232022,0.5455296872847499
bread|pasta,tomato_sauce,0.2,0.2975,0.14,0.7000000000000001,2.3529411764705888,1.0,0.08050000000000002,2.3416666666666672,0.71875,0.39160839160839167,0.5729537366548044,0.5852941176470589
tomato_sauce,bread|pasta,0.2975,0.2,0.14,0.4705882352941177,2.3529411764705883,1.0,0.08050000000000002,1.5111111111111115,0.818505338078292,0.39160839160839167,0.3382352941176471,0.5852941176470589
bread|coffee,sugar,0.1825,0.2975,0.1275,0.6986301369863014,2.3483365949119377,1.0,0.07320625,2.3310227272727273,0.7023445463812437,0.3617021276595745,0.5710037537171551,0.5636007827788649
sugar,bread|coffee,0.2975,0.1825,0.1275,0.4285714285714286,2.3483365949119377,1.0,0.07320625,1.430625,0.8173190984578885,0.3617021276595745,0.3010048055919616,0.5636007827788649
bread|sugar,coffee,0.17,0.325,0.1275,0.75,2.3076923076923075,1.0,0.07225,2.7,0.6827309236947791,0.3469387755102041,0.6296296296296295,0.5711538461538461
coffee,bread|sugar,0.325,0.17,0.1275,0.3923076923076923,2.3076923076923075,1.0,0.07225,1.3658227848101263,0.839506172839506,0.3469387755102041,0.267840593141798,0.5711538461538461
bread|rice,milk,0.17,0.505,0.14,0.823529411764706,1.6307513104251603,1.0,0.054150000000000004,2.805000000000001,0.46600688468158347,0.26168224299065423,0.6434937611408201,0.5503785672684915
butter|pasta,bread,0.1075,0.5975,0.1025,0.9534883720930232,1.595796438649411,1.0,0.03826874999999999,8.653749999999985,0.4183234269317483,0.1701244813278008,0.8844431604795606,0.5625182446239174
butter|milk,bread,0.215,0.5975,0.2025,0.9418604651162792,1.57633550647076,1.0,0.0740375,6.923000000000013,0.4657545018479201,0.33196721311475413,0.8555539505994514,0.6403862995037463
milk|pasta,bread,0.1525,0.5975,0.1425,0.9344262295081966,1.5638932711434252,1.0,0.05138124999999999,6.1381249999999925,0.42545153444082173,0.23456790123456786,0.8370838000203643,0.5864599766787845
bread|chicken,milk,0.1525,0.505,0.1175,0.7704918032786885,1.5257263431261159,1.0,0.040487499999999996,2.156785714285714,0.40657754346325237,0.21759259259259256,0.5363470773306838,0.5015825353027106
bread|yogurt,milk,0.1475,0.505,0.1125,0.7627118644067797,1.5103205235777817,1.0,0.038012500000000005,2.086071428571429,0.3963506028022157,0.20833333333333337,0.5206300291046055,0.49274207081725124
milk|tomato_sauce,bread,0.1275,0.5975,0.115,0.9019607843137255,1.5095577980146033,1.0,0.03881875,4.1055,0.38688177401270707,0.1885245901639344,0.7564243088539764,0.5472147017802937
butter|tomato_sauce,bread,0.1,0.5975,0.09,0.8999999999999999,1.5062761506276148,1.0,0.030249999999999992,4.024999999999996,0.3734567901234567,0.14814814814814814,0.7515527950310557,0.5253138075313807
butter,bread,0.3725,0.5975,0.3325,0.8926174496644296,1.4939204178484176,1.0,0.10993125000000001,3.748281250000001,0.5268849414372585,0.5215686274509804,0.7332110550669058,0.7245514026564825
bread,butter,0.5975,0.3725,0.3325,0.5564853556485355,1.4939204178484176,1.0,0.10993125000000001,1.414834905660377,0.8214168962779621,0.5215686274509804,0.29320375402157056,0.7245514026564825
bread|tomato_sauce,butter,0.1625,0.3725,0.09,0.5538461538461538,1.486835312338668,1.0,0.029468749999999995,1.406465517241379,0.3909618573797678,0.20224719101123592,0.2889978547349064,0.39772844605059365
bananas|bread,milk,0.14,0.505,0.105,0.7499999999999999,1.485148514851485,1.0,0.03429999999999998,1.979999999999999,0.3798449612403099,0.19444444444444442,0.4949494949494947,0.4789603960396039
butter|sugar,bread,0.1025,0.5975,0.09,0.8780487804878049,1.4695377079293805,1.0,0.028756249999999997,3.3005,0.3560043330238316,0.14754098360655735,0.6970156036964096,0.5143381977752832
bread|coffee,milk,0.1825,0.505,0.135,0.7397260273972603,1.4648040146480403,1.0,0.042837500000000014,1.9018421052631584,0.3881526786725565,0.24434389140271495,0.4741939947419401,0.5035263800352638
milk|rice,bread,0.16,0.5975,0.14,0.8750000000000001,1.4644351464435148,1.0,0.04440000000000001,3.2200000000000024,0.3775510204081633,0.22672064777327935,0.6894409937888202,0.5546548117154813
chicken|milk,bread,0.135,0.5975,0.1175,0.8703703703703702,1.4566868123353476,1.0,0.03683749999999998,3.1049999999999964,0.36244004427499676,0.19105691056910568,0.6779388083735907,0.533511545017821
milk,bread,0.505,0.5975,0.4375,0.8663366336633663,1.4499357885579351,1.0,0.1357625,3.0112962962962957,0.626897546897547,0.6578947368421052,0.6679171022692331,0.7992771034425619
bread,milk,0.5975,0.505,0.4375,0.7322175732217573,1.4499357885579351,1.0,0.1357625,1.8485156249999997,0.7709671694764864,0.6578947368421052,0.4590254004479945,0.7992771034425619
bread|sugar,butter,0.17,0.3725,0.09,0.5294117647058822,1.4212396367943148,1.0,0.02667499999999999,1.3334374999999996,0.35709504685408294,0.19889502762430938,0.2500585891727207,0.3855112514804579
coffee|milk,bread,0.16,0.5975,0.135,0.84375,1.412133891213389,1.0,0.039400000000000004,2.5759999999999996,0.34744268077601415,0.21686746987951808,0.6118012422360248,0.5348457112970711
bread|pasta,milk,0.2,0.505,0.1425,0.7124999999999999,1.4108910891089108,1.0,0.04149999999999998,1.721739130434782,0.3640350877192981,0.25333333333333324,0.419191919191919,0.49733910891089106
bread|tomato_sauce,milk,0.1625,0.505,0.115,0.7076923076923077,1.4013709063214015,1.0,0.032937499999999995,1.6934210526315792,0.34198572355613227,0.2081447963800905,0.40947940947940953,0.4677075399847677
milk|sugar,bread,0.1425,0.5975,0.1175,0.8245614035087719,1.3800190853703296,1.0,0.03235625,2.29425,0.32113392469449786,0.18875502008032125,0.5641277105807998,0.510607061587022
butter|coffee,bread,0.1125,0.5975,0.0925,0.8222222222222222,1.3761041376104137,1.0,0.02528124999999999,2.264062499999999,0.30795584316711067,0.14979757085020243,0.5583160800552104,0.4885169688516969
bread|pasta,butter,0.2,0.3725,0.1025,0.5125,1.3758389261744965,1.0,0.027999999999999997,1.287179487179487,0.3414634146341463,0.2180851063829787,0.22310756972111548,0.3938338926174496
milk|yogurt,bread,0.1375,0.5975,0.1125,0.8181818181818181,1.3693419551160135,1.0,0.03034374999999999,2.213749999999999,0.312721417069243,0.18072289156626506,0.5482778091473742,0.503233168505135
bread|sugar,milk,0.17,0.505,0.1175,0.6911764705882352,1.368666278392545,1.0,0.031649999999999984,1.602857142857142,0.32453217123814393,0.21076233183856496,0.3761140819964347,0.4619248689574839
bread|coffee,butter,0.1825,0.3725,0.0925,0.5068493150684932,1.360669302197297,1.0,0.024518750000000006,1.2724305555555555,0.3242416728655262,0.20000000000000004,0.21410249413305688,0.37758573135974993
bananas|milk,bread,0.13,0.5975,0.105,0.8076923076923076,1.3517862890247825,1.0,0.027324999999999988,2.0929999999999986,0.29912424740010934,0.1686746987951807,0.5222169135212611,0.4917122626327647
bananas,coffee,0.27,0.325,0.11,0.4074074074074074,1.2535612535612535,1.0,0.022249999999999992,1.1390625,0.27708592777085916,0.2268041237113402,0.12208504801097388,0.3729344729344729
bread|milk,butter,0.4375,0.3725,0.2025,0.4628571428571429,1.242569511025887,1.0,0.03953125000000002,1.1682180851063828,0.34705075445816197,0.3333333333333333,0.14399544678429152,0.5032406519654842
butter,bread|milk,0.3725,0.4375,0.2025,0.5436241610738255,1.2425695110258868,1.0,0.03953125000000002,1.2325367647058822,0.3111012739166791,0.3333333333333333,0.18866517524235643,0.5032406519654842
yogurt,rice,0.27,0.285,0.095,0.35185185185185186,1.234567901234568,1.0,0.018049999999999997,1.1031428571428572,0.2602739726027397,0.2065217391304348,0.09349909349909354,0.3425925925925926
bread|butter,milk,0.3325,0.505,0.2025,0.6090225563909775,1.2059852601801533,1.0,0.03458749999999999,1.2660576923076923,0.2558838488925879,0.31889763779527563,0.21014657856763125,0.5050063277004393
milk,bread|butter,0.505,0.3325,0.2025,0.400990099009901,1.2059852601801533,1.0,0.03458749999999999,1.1143388429752066,0.34505549320364126,0.31889763779527563,0.10260688990247341,0.5050063277004393
bananas|yogurt,coffee,0.2075,0.325,0.08,0.3855421686746988,1.1862835959221503,1.0,0.012562500000000004,1.098529411764706,0.19814668769716096,0.17679558011049726,0.08969210174029452,0.3158480074142725
milk,butter,0.505,0.3725,0.215,0.42574257425742573,1.1429330852548343,1.0,0.02688750000000001,1.0927155172413792,0.2526427061310783,0.32452830188679244,0.08484872391621631,0.5014618911555585
butter,milk,0.3725,0.505,0.215,0.5771812080536912,1.142933085254834,1.0,0.02688750000000001,1.1707142857142856,0.19929583989622912,0.32452830188679244,0.14582062233068932,0.5014618911555585
rice,bread|milk,0.285,0.4375,0.14,0.4912280701754387,1.1228070175438598,1.0,0.01531250000000002,1.1056034482758623,0.15297202797202814,0.24034334763948503,0.09551656920077987,0.4056140350877193
chicken|rice,milk,0.2075,0.505,0.1175,0.5662650602409639,1.1213169509722056,1.0,0.012712500000000002,1.14125,0.13651922947848852,0.19747899159663865,0.12376779846659373,0.3994691637838483
rice,milk,0.285,0.505,0.16,0.5614035087719299,1.1116901163800592,1.0,0.016075000000000006,1.1286000000000003,0.1405157342657343,0.25396825396825395,0.11394648236753516,0.43911759597012334
yogurt,coffee,0.27,0.325,0.0975,0.3611111111111111,1.1111111111111112,1.0,0.009749999999999995,1.056521739130435,0.13698630136986292,0.19597989949748745,0.05349794238683125,0.33055555555555555
pasta,bread,0.315,0.5975,0.2,0.634920634920635,1.0626286776914393,1.0,0.011787500000000006,1.1025,0.0860401459854015,0.2807017543859649,0.09297052154195024,0.48482433419671916
pasta,bread|milk,0.315,0.4375,0.1425,0.45238095238095233,1.0340136054421767,1.0,0.004687499999999983,1.0271739130434783,0.0480215136381097,0.23360655737704916,0.02645502645502636,0.389047619047619
yogurt,milk,0.27,0.505,0.1375,0.5092592592592593,1.0084341767510085,1.0,0.0011500000000000121,1.0086792452830189,0.011457036114570482,0.21568627450980396,0.00860456416011979,0.3907682434910158
pasta|tomato_sauce,bread,0.2325,0.5975,0.14,0.6021505376344086,1.0077833265847842,1.0,0.0010812500000000058,1.0116891891891893,0.010062819916240166,0.2028985507246377,0.011554130768716997,0.4182300805326855
bananas|yogurt,milk,0.2075,0.505,0.105,0.5060240963855421,1.002027913634737,1.0,0.00021250000000000435,1.0020731707317072,0.002553702869160335,0.1728395061728395,0.002068881586953794,0.356972444232375
rice,bread,0.285,0.5975,0.17,0.5964912280701755,0.9983116787785363,1.0,-0.00028749999999996834,0.9975000000000002,-0.0023597004206419893,0.2385964912280702,-0.002506265664160285,0.4405050282610292
chicken,bread|milk,0.27,0.4375,0.1175,0.4351851851851851,0.9947089947089945,1.0,-0.0006250000000000144,0.9959016393442621,-0.007233796296296463,0.19915254237288132,-0.004115226337448676,0.35187830687830685
chicken,milk,0.27,0.505,0.135,0.5,0.9900990099009901,1.0,-0.00134999999999999,0.99,-0.013513513513513414,0.2109375,-0.01010101010101011,0.38366336633663367
coffee|sugar,milk,0.235,0.505,0.1175,0.5,0.9900990099009901,1.0,-0.0011749999999999955,0.99,-0.012903225806451564,0.18875502008032125,-0.01010101010101011,0.36633663366336633
coffee,milk,0.325,0.505,0.16,0.4923076923076923,0.9748667174409748,1.0,-0.0041250000000000175,0.9750000000000001,-0.03678929765886304,0.23880597014925373,-0.025641025641025706,0.40456968773800456
chicken|rice,bread,0.2075,0.5975,0.12,0.5783132530120482,0.9678882895599132,1.0,-0.003981250000000006,0.9544999999999999,-0.04018166908471588,0.1751824817518248,-0.04766893661602948,0.3895750365478651
pasta,milk,0.315,0.505,0.1525,0.48412698412698413,0.9586672953009586,1.0,-0.0065749999999999975,0.9595384615384617,-0.059214229426995356,0.2284644194756554,-0.04216770883437551,0.39305359107339305
sugar,bread,0.2975,0.5975,0.17,0.5714285714285715,0.9563658099222954,1.0,-0.007756249999999992,0.9391666666666668,-0.06098579782790303,0.23448275862068968,-0.06477373558118889,0.42797369994022716
bananas,milk,0.27,0.505,0.13,0.48148148148148145,0.9534286762009534,1.0,-0.0063499999999999945,0.954642857142857,-0.062716049382716,0.20155038759689922,-0.047512158623269796,0.3694536120278694
yogurt,bread|milk,0.27,0.4375,0.1125,0.41666666666666663,0.9523809523809523,1.0,-0.005625000000000005,0.9642857142857142,-0.06410256410256415,0.18907563025210086,-0.037037037037037104,0.33690476190476193
coffee,bread|milk,0.325,0.4375,0.135,0.4153846153846154,0.9494505494505495,1.0,-0.007187499999999986,0.9621710526315791,-0.0731087094723457,0.21513944223107573,-0.039316239316239274,0.361978021978022
sugar,milk,0.2975,0.505,0.1425,0.4789915966386554,0.9484982111656542,1.0,-0.007737500000000008,0.9500806451612902,-0.07174731961750225,0.21590909090909088,-0.05254222901281733,0.38058490723021876
chicken,bread,0.27,0.5975,0.1525,0.5648148148148148,0.9452967611963426,1.0,-0.008825000000000027,0.9248936170212765,-0.07344985434873097,0.21328671328671325,-0.08120542903151619,0.4100224701689137
coffee,bread,0.325,0.5975,0.1825,0.5615384615384615,0.9398133247505632,1.0,-0.011687500000000017,0.9179824561403508,-0.08665430954587593,0.24662162162162157,-0.0893454371715242,0.4334888960411973
pasta|tomato_sauce,milk,0.2325,0.505,0.11,0.47311827956989244,0.9368678803364207,1.0,-0.007412500000000002,0.9394897959183673,-0.08071321627875326,0.17529880478087648,-0.06440751602041932,0.34547003087405515
bananas|yogurt,bread,0.2075,0.5975,0.115,0.5542168674698795,0.9275596108282502,1.0,-0.008981249999999996,0.9029054054054053,-0.08970597415569008,0.16666666666666666,-0.10753573299408822,0.3733427433583707
yogurt,bread,0.27,0.5975,0.1475,0.5462962962962963,0.9143034247636758,1.0,-0.013825000000000032,0.887142857142857,-0.11378600823045291,0.20486111111111108,-0.12721417069243168,0.3965791104912444
tomato_sauce,bread,0.2975,0.5975,0.1625,0.546218487394958,0.9141732006610176,1.0,-0.015256249999999999,0.8869907407407408,-0.1178885347242345,0.22184300341296928,-0.12740748473302357,0.4090925072958054
coffee|sugar,bread,0.235,0.5975,0.1275,0.5425531914893618,0.9080388142081368,1.0,-0.012912499999999993,0.8798837209302326,-0.11690810321412397,0.18085106382978722,-0.1365138099643187,0.3779711564141369
sugar,bread|milk,0.2975,0.4375,0.1175,0.3949579831932773,0.9027611044417767,1.0,-0.012656250000000008,0.9296874999999999,-0.1329438025210085,0.19028340080971662,-0.07563025210084036,0.33176470588235296
bananas,bread|milk,0.27,0.4375,0.105,0.38888888888888884,0.8888888888888887,1.0,-0.013125000000000012,0.9204545454545454,-0.14619883040935686,0.17427385892116182,-0.08641975308641985,0.3144444444444444
tomato_sauce,bread|milk,0.2975,0.4375,0.115,0.3865546218487395,0.8835534213685474,1.0,-0.015156249999999996,0.9169520547945205,-0.15797016481011006,0.18548387096774194,-0.09056956115779642,0.3247058823529412
bananas,bread,0.27,0.5975,0.14,0.5185185185185185,0.8678134201146752,1.0,-0.02132500000000001,0.8359615384615383,-0.17263711799230932,0.19243986254295534,-0.19622728318380508,0.37641407097474044
tomato_sauce,milk,0.2975,0.505,0.1275,0.4285714285714286,0.8486562942008488,1.0,-0.022737499999999994,0.8662500000000001,-0.20245979186376534,0.18888888888888888,-0.15440115440115434,0.34052333804809054
